5285479702,130,user_5285479702,2024-08-11,Пользователь,,,,1,2024-08-11,0
6844543327,125,user_6844543327,2024-08-11,Пользователь,,,,1,2024-08-11,0
5209949988,135,user_5209949988,2024-08-11,Пользователь,,,,1,2024-08-11,0
989233217,120,user_989233217,2024-08-11,Пользователь,,,,1,,0
7351806063,120,user_7351806063,2024-08-11,Пользователь,,,,1,,0
5347405617,120,user_5347405617,2024-08-11,Пользователь,,,,1,,0
1191079739,120,user_1191079739,2024-08-11,Пользователь,,,,1,,0
2125017593,120,user_2125017593,2024-08-11,Пользователь,,,,1,,0
1645081190,135,user_1645081190,2024-08-11,Пользователь,,,,1,2024-08-12,0
7493011717,105,user_7493011717,2024-08-11,Пользователь,,,,1,2024-08-12,0
5192738641,105,user_5192738641,2024-08-11,Пользователь,,,,1,2024-08-12,0
5296529231,120,user_5296529231,2024-08-11,Пользователь,,,,1,,0
1775778630,120,user_1775778630,2024-08-12,Пользователь,,,,1,,0
1968019097,120,user_1968019097,2024-08-12,Пользователь,,,,1,,0
6832788060,135,user_6832788060,2024-08-12,Пользователь,,,,1,2024-08-12,0
5382253828,120,user_5382253828,2024-08-12,Пользователь,,,,1,,0
5477362940,135,user_5477362940,2024-08-12,Пользователь,,,,1,2024-08-12,0
6566310561,120,user_6566310561,2024-08-12,Пользователь,,,,1,,0
1488909542,135,user_1488909542,2024-08-12,Пользователь,,,,1,2024-08-12,0
6621969478,150,user_6621969478,2024-08-12,Пользователь,,,,1,2024-08-13,0
1814395869,120,user_1814395869,2024-08-12,Пользователь,,,,1,,0
6824962469,120,user_6824962469,2024-08-12,Пользователь,,,,1,,0
6128257746,120,user_6128257746,2024-08-12,Пользователь,,,,1,,0
1144030112,120,user_1144030112,2024-08-12,Пользователь,,,,1,,0
6866622105,135,user_6866622105,2024-08-12,Пользователь,,,,1,2024-08-12,0
7186843814,162,user_7186843814,2024-08-12,Пользователь,,,,1,2024-08-17,0
6685436151,120,user_6685436151,2024-08-12,Пользователь,,,,1,,0
519299127,135,user_519299127,2024-08-12,Пользователь,,,,1,2024-08-12,0
6586528101,135,user_6586528101,2024-08-12,Пользователь,,,,1,2024-08-14,0
6059187664,135,user_6059187664,2024-08-12,Пользователь,,,,1,2024-08-14,0
6482959413,120,user_6482959413,2024-08-13,Пользователь,,,,1,,0
6295605255,135,user_6295605255,2024-08-13,Пользователь,,,,1,2024-08-13,0
7192102001,120,user_7192102001,2024-08-13,Пользователь,,,,1,,0
1480869264,105,user_1480869264,2024-08-13,Пользователь,,,,1,2024-08-29,0
6784844531,62,user_6784844531,2024-08-13,Пользователь,,,,1,2024-08-13,0
6955887472,120,user_6955887472,2024-08-13,Пользователь,,,,1,,0
5624659947,120,user_5624659947,2024-08-13,Пользователь,,,,1,,0
5225135662,120,user_5225135662,2024-08-13,Пользователь,,,,1,,0
6879713815,135,user_6879713815,2024-08-13,Пользователь,,,,1,2024-08-13,0
6956737372,120,user_6956737372,2024-08-13,Пользователь,,,,1,,0
7472644885,120,user_7472644885,2024-08-13,Пользователь,,,,1,,0
6295867936,120,user_6295867936,2024-08-13,Пользователь,,,,1,,0
1781845984,120,user_1781845984,2024-08-13,Пользователь,,,,1,,0
2024514363,135,user_2024514363,2024-08-13,Пользователь,,,,1,2024-08-13,0
1385405511,120,user_1385405511,2024-08-13,Пользователь,,,,1,,0
706389544,120,user_706389544,2024-08-13,Пользователь,,,,1,,0
6181793728,120,user_6181793728,2024-08-13,Пользователь,,,,1,,0
6385169298,120,user_6385169298,2024-08-14,Пользователь,,,,1,,0
5953647171,150,user_5953647171,2024-08-14,Пользователь,,,,1,2024-08-17,0
5685352008,120,user_5685352008,2024-08-14,Пользователь,,,,1,,0
1390168759,135,user_1390168759,2024-08-14,Пользователь,,,,1,2024-08-15,0
6526480996,120,user_6526480996,2024-08-14,Пользователь,,,,1,,0
1881655878,120,user_1881655878,2024-08-14,Пользователь,,,,1,,0
6347385643,120,user_6347385643,2024-08-14,Пользователь,,,,1,2024-08-14,0
1184558379,135,user_1184558379,2024-08-14,Пользователь,,,,1,2024-08-14,0
7061032522,135,user_7061032522,2024-08-14,Пользователь,,,,1,2024-08-14,0
7026008370,120,user_7026008370,2024-08-14,Пользователь,,,,1,2024-08-14,0
1860112035,120,user_1860112035,2024-08-15,Пользователь,,,,1,,0
6357585282,120,user_6357585282,2024-08-15,Пользователь,,,,1,,0
1541017778,120,user_1541017778,2024-08-15,Пользователь,,,,1,,0
5774131732,135,user_5774131732,2024-08-15,Пользователь,,,,1,2024-08-15,0
-1002093765810,180,user_-1002093765810,2024-08-15,Пользователь,,,,3,2024-08-17,0
5182010446,135,user_5182010446,2024-08-15,Пользователь,,,,1,2024-08-15,0
5139643955,120,user_5139643955,2024-08-15,Пользователь,,,,1,2024-08-17,0
7274019373,120,user_7274019373,2024-08-15,Пользователь,,,,1,,0
978431178,120,user_978431178,2024-08-15,Пользователь,,,,1,,0
1236919519,105,user_1236919519,2024-08-15,Пользователь,,,,1,,0
1064163069,135,user_1064163069,2024-08-15,Пользователь,,,,1,2024-08-15,0
7273048002,60,user_7273048002,2024-08-15,Пользователь,,,,1,,0
6953149278,120,user_6953149278,2024-08-16,Пользователь,,,,1,,0
-1002155052291,30,user_-1002155052291,2024-08-16,Пользователь,,,,1,2024-08-20,0
6578332956,120,user_6578332956,2024-08-16,Пользователь,,,,1,,0
1075426549,120,user_1075426549,2024-08-16,Пользователь,,,,1,,0
1943587642,120,user_1943587642,2024-08-16,Пользователь,,,,1,,0
6097290193,135,user_6097290193,2024-08-16,Пользователь,,,,1,2024-08-18,0
7094680876,120,user_7094680876,2024-08-16,Пользователь,,,,1,,0
784617348,135,user_784617348,2024-08-16,Пользователь,,,,1,2024-08-29,0
5861088735,120,user_5861088735,2024-08-16,Пользователь,,,,1,,0
1329160041,120,user_1329160041,2024-08-16,Пользователь,,,,1,,0
6164570537,120,user_6164570537,2024-08-16,Пользователь,,,,1,,0
5120147386,149,user_5120147386,2024-08-16,Пользователь,,,,1,2024-11-20,0
7325395199,120,user_7325395199,2024-08-16,Пользователь,,,,1,,0
7256161593,120,user_7256161593,2024-08-16,Пользователь,,,,1,,0
6843412577,15,user_6843412577,2024-08-17,Пользователь,,,,1,2024-08-17,0
6681852551,120,user_6681852551,2024-08-17,Пользователь,,,,1,,0
5171897646,120,user_5171897646,2024-08-17,Пользователь,,,,1,,0
6510573644,135,user_6510573644,2024-08-17,Пользователь,,,,1,2024-08-17,0
6597209114,135,user_6597209114,2024-08-17,Пользователь,,,,1,2024-08-17,0
6828577492,150,user_6828577492,2024-08-17,Пользователь,,,,1,2024-08-29,0
6413775944,150,user_6413775944,2024-08-17,Пользователь,,,,1,2024-08-29,0
5031723378,120,user_5031723378,2024-08-17,Пользователь,,,,1,,0
846716456,120,user_846716456,2024-08-17,Пользователь,,,,1,,0
1363563517,120,user_1363563517,2024-08-17,Пользователь,,,,1,,0
-1002210332921,0,user_-1002210332921,2024-08-17,Пользователь,,,,1,,0
6726963587,135,user_6726963587,2024-08-17,Пользователь,,,,1,2024-08-17,0
6948130020,120,user_6948130020,2024-08-17,Пользователь,,,,1,,0
5610139078,120,user_5610139078,2024-08-17,Пользователь,,,,1,,0
5827889639,120,user_5827889639,2024-08-17,Пользователь,,,,1,,0
1224670317,120,user_1224670317,2024-08-18,Пользователь,,,,1,,0
5074303492,120,user_5074303492,2024-08-18,Пользователь,,,,1,,0
1623706092,120,user_1623706092,2024-08-18,Пользователь,,,,1,,0
5589391815,135,user_5589391815,2024-08-18,Пользователь,,,,1,2024-08-18,0
7128139172,120,user_7128139172,2024-08-18,Пользователь,,,,1,,0
5116242993,105,user_5116242993,2024-08-18,Пользователь,,,,1,2024-08-18,0
2038627975,120,user_2038627975,2024-08-18,Пользователь,,,,1,,0
1476824104,120,user_1476824104,2024-08-20,Пользователь,,,,1,,0
6911525944,120,user_6911525944,2024-08-29,Пользователь,,,,1,,0
1882307686,90,user_1882307686,2024-08-29,Пользователь,,,,1,,0
-1002250351592,0,user_-1002250351592,2024-11-19,Пользователь,,,,1,2024-11-19,0
-1001876713162,120,user_-1001876713162,2024-11-19,Пользователь,,,,1,,0
1288982369,135,user_1288982369,2024-11-19,Пользователь,,,,1,2024-11-19,0
1962266778,120,user_1962266778,2024-11-19,Пользователь,,,,1,,0
-1002290891821,0,user_-1002290891821,2024-11-19,Пользователь,,,,1,,0
7740438521,120,user_7740438521,2024-11-19,Пользователь,,,,1,,0
7004321967,120,user_7004321967,2024-11-20,Пользователь,,,,1,,0
6105082914,120,user_6105082914,2024-11-20,Пользователь,,,,1,,0
1240830903,120,user_1240830903,2024-11-20,Пользователь,,,,1,,0
7860339921,135,user_7860339921,2024-11-20,Пользователь,,,,1,2024-11-21,0
1794888119,120,user_1794888119,2024-11-20,Пользователь,,,,1,,0
1535456793,150,user_1535456793,2024-11-20,Пользователь,,,,1,2024-12-07,0
5255821541,78,user_5255821541,2024-11-20,Пользователь,,,,1,2024-11-20,0
-4513458008,0,user_-4513458008,2024-11-20,Пользователь,,,,1,,0
-1002191805447,0,user_-1002191805447,2024-11-20,Пользователь,,,,1,,0
7246767484,120,user_7246767484,2024-11-20,Пользователь,,,,1,,0
-1002384410294,0,user_-1002384410294,2024-11-21,Пользователь,,,,1,,0
1004073932,120,user_1004073932,2024-11-21,Пользователь,,,,1,,0
7039933332,120,user_7039933332,2024-11-21,Пользователь,,,,1,,0
6621855725,120,user_6621855725,2024-11-21,Пользователь,,,,1,,0
6427275219,135,user_6427275219,2024-12-07,Пользователь,,,,1,2024-12-07,0
